"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2024","79.35","79.35","79.35","79.35","0.19K","2.99%"
"05/06/2024","77.05","76.90","77.05","76.90","0.60K","14.83%"
"04/19/2024","67.10","70.25","70.25","67.05","1.33K","-4.28%"
"04/16/2024","70.10","70.10","70.10","70.10","0.05K","-6.03%"
"04/05/2024","74.60","74.60","74.60","74.60","0.34K","4.48%"
"04/03/2024","71.40","71.40","71.40","71.40","0.16K","-0.56%"
"04/02/2024","71.80","71.60","71.80","71.60","0.91K","-3.17%"
"03/25/2024","74.15","74.15","74.15","74.15","0.16K","8.72%"
"03/06/2024","68.20","68.05","68.20","68.05","0.37K","0.59%"
"03/05/2024","67.80","67.70","67.80","67.70","0.08K","2.19%"
"02/27/2024","66.35","66.35","66.35","66.35","0.87K","-1.34%"
"02/23/2024","67.25","69.50","69.50","67.15","0.09K","-3.86%"
"02/21/2024","69.95","69.95","69.95","69.95","0.03K","-2.44%"
"02/20/2024","71.70","71.70","71.70","71.70","0.03K","-1.04%"
"02/16/2024","72.45","72.85","72.85","72.45","0.26K","0.62%"
"02/06/2024","72.00","72.00","72.00","72.00","0.20K","-9.55%"
"02/02/2024","79.60","79.60","79.60","79.60","0.05K","10.40%"
"01/24/2024","72.10","72.10","72.10","72.10","0.43K","9.08%"
"01/22/2024","66.10","66.10","66.10","66.10","0.15K","-3.22%"
"01/17/2024","68.30","68.30","68.30","68.30","0.03K","-7.95%"
"01/15/2024","74.20","74.20","74.20","74.20","0.49K","0.61%"
"01/09/2024","73.75","73.75","73.75","73.75","0.14K","-1.73%"
"01/05/2024","75.05","75.05","75.05","75.05","0.10K","0.27%"
"01/04/2024","74.85","75.65","75.70","74.85","0.24K","-1.64%"
"01/03/2024","76.10","76.10","76.10","76.10","0.09K","-3.18%"
"01/02/2024","78.60","78.60","78.60","78.60","1.00K","-4.15%"
"12/28/2023","82.00","82.00","82.00","82.00","0.33K","1.05%"
"12/27/2023","81.15","81.20","81.20","81.15","0.59K","4.64%"
"12/21/2023","77.55","77.55","77.55","77.55","0.50K","-3.12%"
"12/15/2023","80.05","80.40","80.40","80.05","1.14K","1.07%"
"12/14/2023","79.20","74.90","79.20","74.90","0.77K","2.46%"
"12/11/2023","77.30","77.30","77.30","77.30","0.15K","1.98%"
"12/05/2023","75.80","74.45","75.80","74.45","0.40K","2.16%"
"12/04/2023","74.20","74.20","74.20","74.20","0.50K","8.48%"
"11/28/2023","68.40","68.40","68.40","68.40","0.20K","-0.07%"
"11/20/2023","68.45","68.45","68.45","68.45","0.10K","3.09%"
"11/15/2023","66.40","66.40","66.40","66.40","0.30K","13.50%"
"10/27/2023","58.50","58.00","58.50","58.00","1.20K","1.30%"
"10/26/2023","57.75","57.65","57.75","57.65","0.14K","1.14%"
"10/20/2023","57.10","56.90","57.75","56.90","2.64K","-4.83%"
"10/19/2023","60.00","60.00","60.00","60.00","0.05K","11.73%"
"10/06/2023","53.70","53.70","53.70","53.70","0.50K","-4.28%"
"10/05/2023","56.10","56.10","56.10","56.10","0.04K","-3.77%"
"10/03/2023","58.30","59.65","59.65","58.30","0.54K","-6.12%"
"09/28/2023","62.10","62.10","62.10","62.10","0.02K","0.00%"
"09/25/2023","62.10","62.10","62.10","62.10","7.20K","-5.55%"
"09/22/2023","65.75","65.75","65.75","65.25","1.60K","-1.13%"
"09/21/2023","66.50","66.80","66.80","66.50","8.00K","-3.06%"
"09/18/2023","68.60","68.00","68.60","68.00","9.50K","0.44%"
"09/14/2023","68.30","68.30","68.30","68.30","0.03K","0.22%"
"09/07/2023","68.15","68.15","68.15","68.15","0.47K","-2.71%"
"09/04/2023","70.05","70.05","70.05","70.05","0.05K","-0.50%"
"09/01/2023","70.40","70.50","70.50","70.40","0.05K","-2.36%"
"08/30/2023","72.10","72.10","72.10","72.10","0.02K","-3.16%"
"08/28/2023","74.45","74.45","74.45","74.45","0.17K","2.06%"
"08/23/2023","72.95","72.95","72.95","72.95","0.02K","-7.37%"
"08/14/2023","78.75","78.75","78.75","78.75","0.02K","-0.76%"
"08/07/2023","79.35","78.85","79.35","78.85","0.04K","-4.11%"
"08/02/2023","82.75","82.95","82.95","82.75","1.30K","-2.07%"
"08/01/2023","84.50","84.50","84.50","84.50","0.16K","1.02%"
"07/31/2023","83.65","83.65","83.65","83.65","0.50K","0.72%"
"07/25/2023","83.05","85.10","85.10","83.05","3.75K","0.18%"
"07/21/2023","82.90","83.50","83.50","82.90","4.06K","7.94%"
"07/17/2023","76.80","76.80","76.80","76.80","0.03K","-2.17%"
"07/14/2023","78.50","78.50","78.50","78.50","1.30K","2.68%"
"07/13/2023","76.45","76.45","76.45","76.45","0.40K","2.82%"
"07/07/2023","74.35","74.35","74.35","74.35","0.04K","7.52%"
"07/06/2023","69.15","70.60","70.60","69.15","1.90K","-4.42%"
"07/05/2023","72.35","72.90","72.90","72.35","0.03K","0.49%"
"07/03/2023","72.00","71.85","72.00","71.85","0.15K","5.11%"
"06/28/2023","68.50","68.50","68.50","68.50","0.03K","2.24%"
"06/27/2023","67.00","67.00","67.00","67.00","1.00K","-1.69%"
"06/26/2023","68.15","68.15","68.15","68.15","0.03K","0.37%"
"06/23/2023","67.90","68.10","68.10","67.90","0.12K","-5.03%"
"06/21/2023","71.50","72.15","72.15","71.50","0.03K","-1.65%"
"06/20/2023","72.70","72.70","72.70","72.70","0.14K","-1.49%"
"06/19/2023","73.80","73.80","73.80","73.80","0.10K","2.57%"
"06/14/2023","71.95","72.50","72.50","71.95","0.10K","0.00%"
"06/13/2023","71.95","74.70","74.70","71.95","1.08K","-7.93%"
"06/09/2023","78.15","77.45","78.15","77.40","0.19K","2.09%"
"06/08/2023","76.55","76.55","76.55","76.55","0.00K","-1.86%"
"06/07/2023","78.00","78.00","78.00","78.00","0.02K","4.21%"
"06/01/2023","74.85","74.70","74.90","74.70","0.02K","0.74%"
"05/31/2023","74.30","74.10","74.30","74.10","0.04K","1.09%"
"05/30/2023","73.50","73.45","73.50","73.40","0.10K","-0.14%"
"05/24/2023","73.60","73.60","73.60","73.60","0.05K","-4.42%"
"05/22/2023","77.00","77.00","77.00","77.00","0.03K","1.72%"
"05/19/2023","75.70","75.70","75.70","75.70","0.04K","3.13%"
"05/08/2023","73.40","72.65","73.65","72.65","0.57K","-2.13%"
"05/05/2023","75.00","73.00","75.00","73.00","1.10K","12.61%"
"05/03/2023","66.60","66.60","66.60","66.60","1.00K","-1.33%"
"05/02/2023","67.50","68.80","68.80","67.50","0.70K","-3.30%"
"04/24/2023","69.80","69.80","69.80","69.80","0.05K","0.36%"
"04/21/2023","69.55","69.55","69.55","69.55","0.23K","-0.07%"
"04/19/2023","69.60","69.60","69.60","69.60","0.10K","-6.33%"
"04/18/2023","74.30","74.30","74.30","74.30","0.03K","-2.43%"
"04/17/2023","76.15","76.15","76.15","76.15","0.02K","-1.87%"
"04/12/2023","77.60","77.60","77.60","77.60","0.06K","23.80%"
"03/29/2023","62.68","62.68","62.68","62.68","0.04K","-3.87%"
"03/22/2023","65.20","65.20","65.20","65.20","0.03K","0.46%"
"03/21/2023","64.90","65.00","65.00","64.90","0.45K","-0.15%"
"03/20/2023","65.00","65.00","65.00","65.00","0.08K","-6.10%"
"03/17/2023","69.22","69.22","69.22","69.22","0.17K","5.49%"
"03/16/2023","65.62","65.90","65.90","65.62","0.71K","3.50%"
"03/13/2023","63.40","63.90","63.90","63.40","0.73K","-1.92%"
"03/09/2023","64.64","64.64","64.64","64.64","0.10K","-4.66%"
"03/07/2023","67.80","67.80","67.80","67.80","0.20K","-1.02%"
"03/06/2023","68.50","69.12","69.18","68.50","0.23K","-2.25%"
"03/03/2023","70.08","70.16","70.16","70.08","0.21K","-0.34%"
"03/01/2023","70.32","70.34","70.34","69.34","1.37K","-0.11%"
"02/27/2023","70.40","69.86","70.40","69.86","0.43K","-0.34%"
"02/24/2023","70.64","71.34","71.34","70.64","0.33K","-2.62%"
"02/23/2023","72.54","72.44","72.54","72.44","0.18K","3.13%"
"02/22/2023","70.34","70.74","70.74","70.30","5.13K","-3.03%"
"02/20/2023","72.54","71.24","72.92","71.24","1.38K","1.97%"
"02/17/2023","71.14","71.24","71.24","71.14","1.00K","-1.58%"
"02/15/2023","72.28","72.28","72.28","72.28","0.05K","-6.01%"
"02/13/2023","76.90","75.84","76.98","75.84","0.27K","-8.45%"
"02/08/2023","84.00","84.00","84.00","84.00","0.15K","10.82%"
"02/07/2023","75.80","80.92","80.92","75.80","0.16K","-8.19%"
"02/06/2023","82.56","80.90","83.10","80.14","0.26K","-0.65%"
"02/03/2023","83.10","85.44","85.44","82.58","1.34K","-6.17%"
"02/02/2023","88.56","88.56","88.56","88.56","0.23K","6.14%"
"02/01/2023","83.44","82.38","83.44","82.38","0.12K","-0.78%"
"01/25/2023","84.10","84.10","84.10","84.10","0.00K","-1.43%"
"01/23/2023","85.32","85.40","85.40","84.52","0.74K","5.41%"
"01/20/2023","80.94","80.94","80.94","80.94","0.29K","-1.96%"
"01/19/2023","82.56","82.26","82.56","79.66","0.51K","-2.98%"
"01/18/2023","85.10","85.10","85.10","85.10","0.02K","-2.52%"
"01/16/2023","87.30","87.30","87.30","87.30","1.00K","3.66%"
"01/12/2023","84.22","84.46","84.46","84.22","0.17K","2.04%"
"01/11/2023","82.54","83.00","83.66","82.54","0.39K","1.53%"
"01/10/2023","81.30","81.30","81.30","81.30","0.07K","-3.42%"
"01/09/2023","84.18","83.40","84.18","82.96","1.43K","10.01%"
"01/06/2023","76.52","76.52","76.52","76.52","0.12K","-3.65%"
"01/04/2023","79.42","79.42","79.42","79.42","0.01K","-0.55%"
"01/03/2023","79.86","80.14","80.54","79.86","0.15K","1.09%"
"12/30/2022","79.00","79.00","79.00","79.00","0.25K","1.31%"
"12/28/2022","77.98","78.10","78.10","77.90","0.74K","-1.99%"
"12/22/2022","79.56","82.46","82.46","79.56","0.32K","-1.04%"
"12/21/2022","80.40","81.86","81.86","80.40","0.57K","0.00%"
"12/20/2022","80.40","80.40","80.40","80.40","0.06K","-2.95%"
"12/19/2022","82.84","82.84","82.84","82.84","0.01K","2.55%"
"12/16/2022","80.78","81.24","81.80","80.50","0.57K","-5.28%"
"12/15/2022","85.28","89.56","89.56","85.28","0.22K","-4.61%"
"12/14/2022","89.40","89.40","89.40","89.40","0.04K","4.32%"
"12/13/2022","85.70","85.70","85.70","85.70","0.00K","-1.54%"
"12/12/2022","87.04","85.00","87.04","85.00","0.22K","4.87%"
"12/07/2022","83.00","83.00","83.00","83.00","0.30K","-2.01%"
"12/06/2022","84.70","84.46","84.70","84.46","2.11K","-4.38%"
"12/05/2022","88.58","87.60","88.58","87.60","0.84K","0.11%"
"12/01/2022","88.48","88.56","88.56","88.48","0.26K","7.51%"
"11/29/2022","82.30","83.10","83.10","82.08","0.41K","1.03%"
"11/28/2022","81.46","81.46","81.46","81.46","0.02K","-4.84%"
"11/24/2022","85.60","84.92","85.98","84.80","9.28K","4.52%"
"11/23/2022","81.90","81.90","81.90","81.90","0.13K","-4.81%"
"11/21/2022","86.04","87.74","87.74","85.00","1.38K","-1.98%"
"11/18/2022","87.78","88.06","88.16","87.78","0.21K","0.14%"
"11/17/2022","87.66","87.82","87.82","87.66","0.00K","-4.45%"
"11/15/2022","91.74","91.74","91.74","91.74","0.25K","3.61%"
"11/14/2022","88.54","88.42","88.54","87.90","0.02K","-2.45%"
"11/11/2022","90.76","91.50","91.50","90.76","0.50K","2.32%"
"11/10/2022","88.70","82.62","88.70","82.62","0.53K","7.31%"
"11/09/2022","82.66","82.90","82.90","82.66","0.35K","-0.70%"
"11/08/2022","83.24","83.24","83.24","83.24","0.08K","-1.37%"
"11/07/2022","84.40","84.40","84.40","84.40","0.02K","1.96%"
"11/04/2022","82.78","82.94","82.96","82.78","0.38K","-1.45%"
"11/03/2022","84.00","83.10","84.00","83.10","0.23K","11.44%"
"11/02/2022","75.38","75.00","75.76","75.00","0.14K","-1.05%"
"11/01/2022","76.18","77.12","77.12","76.18","0.27K","3.73%"
"10/31/2022","73.44","73.14","73.44","73.14","0.13K","3.58%"
"10/28/2022","70.90","71.52","71.74","70.76","1.07K","-1.20%"
"10/26/2022","71.76","70.68","71.76","70.68","0.46K","5.53%"
"10/25/2022","68.00","67.76","68.02","67.76","1.26K","-0.99%"
"10/24/2022","68.68","65.24","69.84","64.20","1.12K","-3.70%"
"10/21/2022","71.32","71.22","71.32","71.22","0.40K","-1.11%"
"10/20/2022","72.12","72.12","72.12","72.12","2.00K","-1.48%"
"10/19/2022","73.20","73.20","73.20","73.20","0.08K","2.87%"
"10/17/2022","71.16","71.16","71.16","71.16","0.02K","2.54%"
"10/13/2022","69.40","69.40","69.40","69.40","0.09K","-6.62%"
"10/10/2022","74.32","74.32","74.32","74.32","0.04K","-9.65%"
"10/04/2022","82.26","78.44","82.26","78.44","0.63K","8.41%"
"09/30/2022","75.88","78.56","78.56","73.42","1.42K","-10.52%"
"09/29/2022","84.80","84.76","85.08","84.60","1.00K","-0.21%"
"09/28/2022","84.98","84.90","84.98","84.90","0.30K","-1.39%"
"09/27/2022","86.18","86.60","86.60","85.86","0.01K","-1.96%"
"09/23/2022","87.90","92.20","92.20","87.86","0.86K","-4.16%"
"09/22/2022","91.72","91.72","91.72","91.72","0.01K","-1.29%"
"09/21/2022","92.92","90.00","93.80","90.00","0.86K","1.69%"
"09/20/2022","91.38","91.38","91.38","91.38","0.00K","-1.95%"
"09/19/2022","93.20","90.52","93.38","90.52","0.25K","-5.86%"
"09/16/2022","99.00","101.65","101.85","99.00","0.46K","-3.37%"
"09/15/2022","102.45","102.45","102.45","102.45","0.87K","-0.05%"
"09/14/2022","102.50","104.75","104.75","102.50","3.31K","-2.15%"
"09/13/2022","104.75","104.70","104.75","104.70","0.00K","0.05%"
"09/12/2022","104.70","104.70","104.70","104.70","1.86K","-1.55%"
"09/09/2022","106.35","106.35","106.35","106.35","0.28K","4.99%"
"09/08/2022","101.30","99.00","101.35","99.00","0.62K","2.47%"
"09/07/2022","98.86","98.16","99.12","98.12","0.02K","-0.96%"
"09/05/2022","99.82","97.28","99.82","97.28","0.04K","-1.90%"
"09/02/2022","101.75","101.75","101.75","101.75","0.05K","0.49%"
"09/01/2022","101.25","101.20","101.25","101.20","0.00K","0.90%"
"08/31/2022","100.35","100.35","100.35","100.35","0.01K","0.61%"
"08/30/2022","99.74","98.30","100.15","98.30","0.46K","2.23%"
"08/29/2022","97.56","104.00","104.00","97.44","0.67K","-5.69%"
"08/24/2022","103.45","103.00","103.45","102.85","0.60K","-1.38%"
"08/23/2022","104.90","104.85","104.90","104.85","0.00K","-0.47%"
"08/22/2022","105.40","105.00","105.40","104.80","0.60K","-2.90%"
"08/18/2022","108.55","109.10","109.10","108.55","0.50K","-2.86%"
"08/17/2022","111.75","110.45","111.75","110.25","0.36K","1.09%"
"08/16/2022","110.55","111.35","111.35","110.55","0.27K","-3.41%"
"08/15/2022","114.45","111.80","114.45","111.80","0.57K","6.17%"
"08/12/2022","107.80","108.00","108.35","107.80","1.50K","-2.75%"
"08/11/2022","110.85","109.20","110.85","109.20","0.47K","-0.67%"
"08/10/2022","111.60","110.55","111.60","110.00","0.46K","0.63%"
"08/09/2022","110.90","111.35","111.90","110.90","0.86K","-2.59%"
"08/08/2022","113.85","112.50","116.50","112.50","0.39K","2.11%"
"08/05/2022","111.50","111.65","111.65","111.50","0.00K","-1.33%"
"08/03/2022","113.00","115.00","115.00","113.00","0.52K","-0.53%"
"08/01/2022","113.60","115.00","115.75","106.90","6.09K","-0.66%"
"07/29/2022","114.35","114.00","115.90","112.70","1.67K","4.14%"
"07/28/2022","109.80","110.00","110.00","109.80","0.01K","9.20%"
"07/27/2022","100.55","100.95","102.40","100.55","0.84K","-4.69%"
"07/26/2022","105.50","106.75","107.30","104.25","0.31K","0.19%"
"07/25/2022","105.30","104.65","105.30","103.65","0.81K","0.48%"
"07/22/2022","104.80","99.30","104.90","99.24","0.90K","5.22%"
"07/21/2022","99.60","104.70","104.70","99.46","0.12K","-0.80%"
"07/19/2022","100.40","100.80","100.80","100.40","0.07K","2.62%"
"07/15/2022","97.84","97.50","97.84","96.68","0.27K","1.18%"
"07/13/2022","96.70","99.50","99.90","96.70","1.76K","-3.59%"
"07/12/2022","100.30","102.50","102.50","100.00","0.20K","-1.28%"
"07/11/2022","101.60","101.60","101.60","101.60","0.01K","5.64%"
"07/08/2022","96.18","96.24","98.00","96.18","0.15K","4.86%"
"07/06/2022","91.72","90.62","91.72","90.62","0.31K","3.36%"
"07/05/2022","88.74","90.50","90.50","88.74","0.23K","3.72%"
"07/01/2022","85.56","85.56","85.56","85.56","0.01K","1.64%"
"06/30/2022","84.18","84.44","85.38","84.18","0.54K","-8.04%"
"06/27/2022","91.54","92.24","93.42","91.54","1.51K","-0.20%"
"06/24/2022","91.72","90.84","91.72","90.84","0.49K","0.97%"
"06/23/2022","90.84","90.80","91.42","90.80","0.15K","1.52%"
"06/22/2022","89.48","89.50","90.12","89.48","0.62K","-1.17%"
"06/21/2022","90.54","90.10","90.72","89.94","1.70K","1.43%"
"06/20/2022","89.26","89.26","89.26","89.26","0.02K","3.38%"
"06/17/2022","86.34","82.20","86.44","82.20","0.64K","6.59%"
"06/16/2022","81.00","81.00","81.00","81.00","0.34K","-3.64%"
"06/15/2022","84.06","82.50","84.06","82.50","0.49K","3.93%"
"06/14/2022","80.88","79.90","82.14","79.90","0.06K","-3.62%"
"06/13/2022","83.92","86.00","86.00","83.92","0.44K","-4.27%"
"06/10/2022","87.66","87.66","87.66","87.66","0.02K","-3.35%"
"06/09/2022","90.70","90.70","90.70","90.70","0.22K","0.35%"
"06/08/2022","90.38","90.26","91.00","90.26","0.87K","0.42%"
"06/07/2022","90.00","90.00","90.00","90.00","0.33K","-5.22%"
"06/03/2022","94.96","94.84","95.18","94.60","0.02K","2.59%"
"06/02/2022","92.56","92.50","92.56","92.50","0.38K","-0.49%"
"06/01/2022","93.02","92.70","93.14","92.70","0.52K","-2.35%"
"05/31/2022","95.26","95.50","95.50","93.46","1.08K","0.51%"
"05/30/2022","94.78","97.46","97.46","94.78","0.54K","0.21%"
"05/27/2022","94.58","93.70","94.58","93.34","0.32K","2.20%"
"05/25/2022","92.54","93.98","93.98","92.54","0.06K","-1.05%"
"05/24/2022","93.52","92.64","93.68","92.64","0.15K","-2.75%"
"05/23/2022","96.16","96.66","96.66","96.16","0.27K","1.97%"
"05/20/2022","94.30","94.06","95.86","94.06","1.12K","1.75%"
"05/19/2022","92.68","91.88","93.92","91.88","0.60K","-1.03%"
"05/18/2022","93.64","94.00","94.00","93.64","0.17K","3.29%"
"05/16/2022","90.66","90.00","90.66","90.00","0.26K","3.02%"
"05/12/2022","88.00","88.00","88.00","88.00","1.52K","-4.26%"
"05/11/2022","91.92","92.62","93.82","91.92","1.90K","-1.54%"
"05/10/2022","93.36","93.20","94.48","92.32","12.69K","1.66%"
"05/09/2022","91.84","92.60","95.80","90.00","4.65K","2.04%"
"05/06/2022","90.00","109.30","109.30","90.00","4.05K","-19.28%"
"05/05/2022","111.50","111.50","111.50","111.50","0.13K","0.50%"
"05/04/2022","110.95","111.35","111.35","110.95","0.52K","3.55%"
"05/03/2022","107.15","110.00","110.00","107.15","0.12K","-2.32%"
"05/02/2022","109.70","109.00","110.40","106.85","2.52K","-6.24%"
"04/29/2022","117.00","117.00","117.00","117.00","2.65K","-0.51%"
"04/28/2022","117.60","118.55","118.85","117.35","1.18K","-1.88%"
"04/27/2022","119.85","116.95","119.85","115.45","0.29K","1.31%"
"04/26/2022","118.30","118.30","118.30","118.30","0.44K","0.25%"
"04/25/2022","118.00","119.55","119.55","117.90","0.20K","-1.67%"
"04/22/2022","120.00","121.55","121.90","120.00","1.04K","-5.29%"
"04/21/2022","126.70","125.50","126.70","125.50","6.06K","2.67%"
"04/20/2022","123.40","125.00","128.40","123.40","17.79K","-4.93%"
"04/19/2022","129.80","129.80","129.80","129.80","21.80K","-0.04%"
"04/12/2022","129.85","130.25","130.25","127.80","0.02K","-1.22%"
"04/11/2022","131.45","131.30","132.35","130.90","0.46K","-4.82%"
"04/08/2022","138.10","137.35","138.40","137.35","0.38K","-0.97%"
"04/07/2022","139.45","139.45","139.45","139.45","0.09K","0.58%"
"04/06/2022","138.65","138.40","138.65","138.40","0.45K","0.58%"
"04/01/2022","137.85","135.95","137.85","135.95","0.08K","2.80%"
"03/31/2022","134.10","134.25","134.25","134.10","0.06K","2.96%"
"03/30/2022","130.25","128.00","130.25","128.00","0.12K","1.44%"
"03/29/2022","128.40","128.40","128.40","128.40","0.01K","1.18%"
"03/28/2022","126.90","127.00","127.00","125.10","0.31K","-1.09%"
"03/24/2022","128.30","127.60","129.00","127.60","0.24K","0.16%"
